0,DDF_opt_mb_monthly_cte,stats_mb_monthly_cte,DDF_opt_mb_monthly_var_an_cycle,stats_mb_monthly_var_an_cycle,DDF_opt_mb_daily_cte,stats_mb_daily_cte,DDF_opt_mb_daily_var_an_cycle,stats_mb_daily_var_an_cycle,DDF_opt_mb_real_daily_cte,stats_mb_real_daily_cte,DDF_opt_mb_real_daily_var_an_cycle,stats_mb_real_daily_var_an_cycle
RGI60-11.01776,181.6747955269451,"{'RMSD': 84.7082811636153, 'bias': 8.001547826097521e-05, 'rcor': 0.8658629203344328, 'quot_std': 0.908190965353186}",165.79757819258828,"{'RMSD': 83.38985938909164, 'bias': 2.2342504053085577e-05, 'rcor': 0.8697797293928604, 'quot_std': 0.841420495840325}",157.22998689144765,"{'RMSD': 83.25302858730744, 'bias': 4.547473508864641e-13, 'rcor': 0.8697783804926251, 'quot_std': 0.8688424606751037}",144.61538270503422,"{'RMSD': 83.54567332972884, 'bias': 4.547473508864641e-13, 'rcor': 0.8695948809411963, 'quot_std': 0.832225367906784}",157.67884040139194,"{'RMSD': 82.22516425012157, 'bias': 9.27841545035335e-05, 'rcor': 0.8755117057088571, 'quot_std': 0.9390097981762732}",137.87590372961913,"{'RMSD': 79.96169743977987, 'bias': 3.0142406785671483e-05, 'rcor': 0.8805798756527081, 'quot_std': 0.8865712645882119}"
RGI60-11.01834,286.42118035619745,"{'RMSD': 102.73470022410082, 'bias': 7.875698679526977e-05, 'rcor': 0.7728019403741865, 'quot_std': 1.3498538229771972}",245.62635221984138,"{'RMSD': 93.32038467968074, 'bias': -9.173171724796703e-05, 'rcor': 0.7754214497624723, 'quot_std': 1.2319035939588634}",247.08340872761093,"{'RMSD': 85.74373619358707, 'bias': -1.1368683772161603e-12, 'rcor': 0.809643163070515, 'quot_std': 1.2195716387402882}",214.87852569645494,"{'RMSD': 79.29564186086395, 'bias': -6.821210263296962e-13, 'rcor': 0.815396111575272, 'quot_std': 1.1366494509129943}",247.31153860224703,"{'RMSD': 78.64456594830433, 'bias': -3.28528899444791e-05, 'rcor': 0.8424290463325491, 'quot_std': 1.2177303428923967}",197.35241075456287,"{'RMSD': 70.4867786681152, 'bias': -0.0001383859560064593, 'rcor': 0.8451634736344241, 'quot_std': 1.0914473082878902}"
RGI60-11.01863,322.003821284579,"{'RMSD': 91.36326845204441, 'bias': 9.47496286016758e-05, 'rcor': 0.9049904332368994, 'quot_std': 1.1565932368011}",259.2800213355181,"{'RMSD': 72.65137710293861, 'bias': -6.60305097426317e-05, 'rcor': 0.919580169459618, 'quot_std': 0.9093922652032481}",264.57863213863254,"{'RMSD': 75.31654728659713, 'bias': 9.094947017729282e-13, 'rcor': 0.9137644611704728, 'quot_std': 0.9451204652119999}",218.6923790719104,"{'RMSD': 80.05635442800389, 'bias': -3.410605131648481e-13, 'rcor': 0.9072935143385185, 'quot_std': 0.8036001182041718}",267.5203623063362,"{'RMSD': 73.02149889859439, 'bias': 0.00012202162065477751, 'rcor': 0.9200214852390538, 'quot_std': 0.9699574659908533}",197.91136986633575,"{'RMSD': 74.53538564419856, 'bias': -5.238727430878498e-05, 'rcor': 0.9209747052627285, 'quot_std': 0.8171180782583928}"
RGI60-11.01876,311.68168275922665,"{'RMSD': 121.00255550809517, 'bias': 0.0001710728183752508, 'rcor': 0.8344902227369067, 'quot_std': 1.7687232792824827}",285.98890257148105,"{'RMSD': 114.47283683673365, 'bias': 0.00016534763312847645, 'rcor': 0.8302239948322752, 'quot_std': 1.6917041123809653}",272.07449604090147,"{'RMSD': 107.05831188400695, 'bias': -9.094947017729282e-13, 'rcor': 0.8416385606123441, 'quot_std': 1.6348957258888799}",251.63413862716303,"{'RMSD': 103.21056515425302, 'bias': 2.2737367544323206e-12, 'rcor': 0.8371928945086514, 'quot_std': 1.5833747387732893}",271.91352495577223,"{'RMSD': 103.26482380266482, 'bias': 0.00024007324350350245, 'rcor': 0.8486283010044539, 'quot_std': 1.6082107748004015}",243.71160292719148,"{'RMSD': 99.18272383441162, 'bias': -8.4667083910972e-05, 'rcor': 0.8437214724058092, 'quot_std': 1.5524254967999311}"
RGI60-11.01930,186.62185887637938,"{'RMSD': 201.93881142186032, 'bias': 1.6581286445216392e-05, 'rcor': 0.6109653697088133, 'quot_std': 1.0752300065981633}",168.8484082867461,"{'RMSD': 191.10777061606652, 'bias': 7.606650683555927e-05, 'rcor': 0.6272629616558796, 'quot_std': 1.011703825370313}",166.01052325673143,"{'RMSD': 180.52127470055615, 'bias': -6.821210263296962e-13, 'rcor': 0.664316545435787, 'quot_std': 1.0025379268875545}",151.22519201880138,"{'RMSD': 175.03421330070756, 'bias': 9.094947017729282e-13, 'rcor': 0.6730443098648161, 'quot_std': 0.9659102983216185}",179.2043677331335,"{'RMSD': 187.32363117399774, 'bias': 7.941467856653617e-05, 'rcor': 0.6997830307895606, 'quot_std': 1.1628755486060005}",152.55996706860023,"{'RMSD': 175.2384254925317, 'bias': -5.8283516409574077e-05, 'rcor': 0.7064935145513274, 'quot_std': 1.0717226523808348}"
RGI60-11.01962,225.0933767623378,"{'RMSD': 258.0074311033695, 'bias': -7.991327538547921e-05, 'rcor': 0.8663267516900072, 'quot_std': 1.395888329198085}",216.06565508047154,"{'RMSD': 251.34981372876737, 'bias': -4.3755536808021134e-05, 'rcor': 0.851955862787491, 'quot_std': 1.3302312126888325}",202.43450756305708,"{'RMSD': 215.760078527519, 'bias': -9.094947017729282e-13, 'rcor': 0.896445242401122, 'quot_std': 1.3138115900065264}",194.16696255591498,"{'RMSD': 210.3130050982274, 'bias': -6.821210263296962e-13, 'rcor': 0.8890335030018709, 'quot_std': 1.2665067092326556}",237.69808688993405,"{'RMSD': 242.6220110108638, 'bias': -2.5660104029157083e-05, 'rcor': 0.9568939969570083, 'quot_std': 1.5767686737685012}",195.4846258056615,"{'RMSD': 194.0591585329111, 'bias': 0.0001731835163809592, 'rcor': 0.950410488967582, 'quot_std': 1.401037080520204}"
RGI60-11.01987,239.65762248058667,"{'RMSD': 126.04872993085789, 'bias': 1.7740492580742284e-05, 'rcor': 0.7502831757799849, 'quot_std': 1.3048752431324808}",215.41668940951092,"{'RMSD': 120.57251971395017, 'bias': 5.981564061130484e-05, 'rcor': 0.7511732039135266, 'quot_std': 1.2467652877945343}",212.53045281787274,"{'RMSD': 116.87920657466863, 'bias': -4.547473508864641e-13, 'rcor': 0.7552267082517394, 'quot_std': 1.2141553454281317}",192.29804227172602,"{'RMSD': 112.97638242826754, 'bias': -9.094947017729282e-13, 'rcor': 0.7581179250643715, 'quot_std': 1.1739863315091732}",213.79971612004826,"{'RMSD': 115.6827698456531, 'bias': -2.0915010736644035e-06, 'rcor': 0.761491485661297, 'quot_std': 1.2165482465826236}",184.84022331768583,"{'RMSD': 112.68577080038003, 'bias': -0.00010987540258611261, 'rcor': 0.7590253917917175, 'quot_std': 1.172848665115955}"
RGI60-11.02024,157.4091873990099,"{'RMSD': 162.953734831489, 'bias': -0.00013075342860702222, 'rcor': 0.8843588881122578, 'quot_std': 1.2759548254265394}",153.53473090350516,"{'RMSD': 160.57457215593158, 'bias': 4.169391877439921e-05, 'rcor': 0.880289214911535, 'quot_std': 1.2482621842511183}",141.8434947424523,"{'RMSD': 133.69752204978633, 'bias': -1.1368683772161603e-13, 'rcor': 0.914977127422296, 'quot_std': 1.2101011677574678}",138.1482508990834,"{'RMSD': 132.02258825994602, 'bias': 0.0, 'rcor': 0.9126641310872765, 'quot_std': 1.189518480125242}",164.75681387890626,"{'RMSD': 154.0254445083712, 'bias': -0.00013316955187292479, 'rcor': 0.9580141704513081, 'quot_std': 1.457493726735243}",155.48039552194004,"{'RMSD': 141.12412772674608, 'bias': 5.635677757709345e-05, 'rcor': 0.9579632751365261, 'quot_std': 1.4008450789617342}"
RGI60-11.02072,263.7693506650494,"{'RMSD': 379.2454373063565, 'bias': -8.044117748795543e-06, 'rcor': 0.5587522230367702, 'quot_std': 1.8278217934553096}",223.04364107961626,"{'RMSD': 320.28233632266875, 'bias': 1.1944018751819385e-05, 'rcor': 0.5937895046543253, 'quot_std': 1.589686064473614}",228.82553140892833,"{'RMSD': 302.40439753530904, 'bias': 6.821210263296962e-13, 'rcor': 0.574932837142961, 'quot_std': 1.4648084097661322}",196.03008004408525,"{'RMSD': 264.370445164275, 'bias': -4.547473508864641e-13, 'rcor': 0.6055902320358708, 'quot_std': 1.3010023136481894}",232.61725967806547,"{'RMSD': 307.35453160470337, 'bias': -8.593903976361617e-05, 'rcor': 0.5912596906616725, 'quot_std': 1.518164293283021}",185.76514924300076,"{'RMSD': 255.67654864055697, 'bias': -6.729408892169886e-05, 'rcor': 0.6050872549783719, 'quot_std': 1.2459775961918917}"
RGI60-11.02214,185.12563385894657,"{'RMSD': 88.42878497244105, 'bias': -0.0001026757023510072, 'rcor': 0.6226084379098902, 'quot_std': 1.1524752984516946}",164.73380350160167,"{'RMSD': 84.82501120533061, 'bias': -9.13971606451014e-05, 'rcor': 0.6158343021692858, 'quot_std': 1.0642288538443936}",165.03478422362855,"{'RMSD': 79.65960176558067, 'bias': 4.547473508864641e-13, 'rcor': 0.62242082331641, 'quot_std': 0.9573437053371702}",148.2830517994241,"{'RMSD': 75.90958878196992, 'bias': 1.0231815394945443e-12, 'rcor': 0.6358328276737464, 'quot_std': 0.8856684322387649}",164.27517608954275,"{'RMSD': 81.47231819789032, 'bias': 1.8633839999893098e-06, 'rcor': 0.5614917445752253, 'quot_std': 0.8324145264066042}",140.05495099280955,"{'RMSD': 77.62976263268727, 'bias': 0.00012451645466171612, 'rcor': 0.5936551134419231, 'quot_std': 0.7954632817854692}"
RGI60-11.02245,,,,,,,,,,,,
RGI60-11.02249,222.1471698030066,"{'RMSD': 312.7893597471896, 'bias': -4.906089770884137e-06, 'rcor': 0.742046616725216, 'quot_std': 1.4826794303255295}",187.6079128703403,"{'RMSD': 247.13427300450414, 'bias': 7.687605148021248e-05, 'rcor': 0.7911330635121585, 'quot_std': 1.2899696385172872}",195.15913069056285,"{'RMSD': 263.58694829792944, 'bias': -2.2737367544323206e-13, 'rcor': 0.7519988468944735, 'quot_std': 1.2755955164823398}",166.6617300157755,"{'RMSD': 218.43014180279818, 'bias': -2.2737367544323206e-13, 'rcor': 0.7936453248759862, 'quot_std': 1.1349885666490493}",197.37867312212464,"{'RMSD': 235.76303718438814, 'bias': -0.00010620943135108973, 'rcor': 0.7960906007295756, 'quot_std': 1.2440850438259052}",156.48974959128014,"{'RMSD': 194.41468097746886, 'bias': 8.474773289890436e-05, 'rcor': 0.8149157261372861, 'quot_std': 1.0376353384646633}"
RGI60-11.02285,,,,,,,,,,,,
RGI60-11.02648,106.38217718716263,"{'RMSD': 119.77606424971997, 'bias': -8.109331804462272e-05, 'rcor': 0.9441253141902416, 'quot_std': 0.8466550578418108}",92.01158350864718,"{'RMSD': 125.05018856663446, 'bias': 7.045214590561955e-05, 'rcor': 0.9521076120062276, 'quot_std': 0.7643074968321746}",99.57746019663085,"{'RMSD': 121.8553319653423, 'bias': 0.0, 'rcor': 0.945307034350808, 'quot_std': 0.8193302898120212}",86.26339256526742,"{'RMSD': 131.72299390764113, 'bias': 2.2737367544323206e-13, 'rcor': 0.9490045279274982, 'quot_std': 0.7404913859273787}",97.65639213646122,"{'RMSD': 134.44691815078667, 'bias': -0.00010678905368877167, 'rcor': 0.9721146396141164, 'quot_std': 0.6657734950454487}",78.96469626857304,"{'RMSD': 152.10546634245785, 'bias': -0.0001087691082375386, 'rcor': 0.980495498043606, 'quot_std': 0.5907847982133556}"
RGI60-11.02671,465.13331473363587,"{'RMSD': 209.9641979133537, 'bias': 0.00017743314344897954, 'rcor': 0.6724655115380731, 'quot_std': 1.5747585749858541}",388.3092901682498,"{'RMSD': 204.27556240344623, 'bias': -2.201067809437518e-05, 'rcor': 0.672880861670909, 'quot_std': 1.5342130552706101}",398.2851520684966,"{'RMSD': 178.70230245527924, 'bias': -9.094947017729282e-13, 'rcor': 0.6945386423783642, 'quot_std': 1.3793314969090822}",339.46870590874113,"{'RMSD': 180.19682663143348, 'bias': -6.821210263296962e-13, 'rcor': 0.6778843463497796, 'quot_std': 1.3580718809999641}",322.24991236948887,"{'RMSD': 160.55115282473398, 'bias': -0.00013916189914198185, 'rcor': 0.6967381932038051, 'quot_std': 1.2275549479115382}",292.1338666181356,"{'RMSD': 162.41326783864451, 'bias': -0.0003926150234292436, 'rcor': 0.6811058834370589, 'quot_std': 1.2091272648633689}"
RGI60-11.02679,545.2275676977555,"{'RMSD': 204.230282085767, 'bias': 0.0002558621936827876, 'rcor': 0.6056381697388635, 'quot_std': 1.8474649195230244}",437.7642720338843,"{'RMSD': 182.8928112450136, 'bias': -0.00011236051773266809, 'rcor': 0.6038585821647829, 'quot_std': 1.6570341970013538}",453.9819594826103,"{'RMSD': 172.58714855358437, 'bias': 1.7053025658242404e-12, 'rcor': 0.6209126473259473, 'quot_std': 1.5899343009389582}",373.441592229424,"{'RMSD': 161.78862137624546, 'bias': -1.0231815394945443e-12, 'rcor': 0.6137971620656367, 'quot_std': 1.475134604054151}",446.9045316593369,"{'RMSD': 166.47271554280513, 'bias': -0.00020209058072850894, 'rcor': 0.6121714951613753, 'quot_std': 1.517765910652492}",330.14594985372634,"{'RMSD': 150.28004570181304, 'bias': 0.00010632666288756809, 'rcor': 0.606927624619487, 'quot_std': 1.3459862992746903}"
RGI60-11.02704,673.4755852491352,"{'RMSD': 215.98635115245983, 'bias': 4.401545140808594e-06, 'rcor': 0.7073431035991409, 'quot_std': 2.7854533405874133}",531.8362816723171,"{'RMSD': 190.2911095533477, 'bias': -0.00017965221752547222, 'rcor': 0.7152541751467832, 'quot_std': 2.518466313403022}",546.4896599490711,"{'RMSD': 173.64571218211364, 'bias': -3.410605131648481e-13, 'rcor': 0.7224374469437389, 'quot_std': 2.346081550649422}",443.30694576663217,"{'RMSD': 159.36921130371357, 'bias': 2.8421709430404007e-13, 'rcor': 0.7231420491482634, 'quot_std': 2.1881324977736143}",533.2115582978352,"{'RMSD': 163.56616948771514, 'bias': 1.5082653249010036e-05, 'rcor': 0.7234091545198518, 'quot_std': 2.2355496706448212}",382.7980700231444,"{'RMSD': 139.39387795744724, 'bias': -1.6671708578996913e-05, 'rcor': 0.7313302223792753, 'quot_std': 1.972989950834431}"
RGI60-11.02746,341.821146421095,"{'RMSD': 151.66747493404253, 'bias': 0.00012469029854855762, 'rcor': 0.6801862251109596, 'quot_std': 1.7777782154475748}",291.7754695916516,"{'RMSD': 141.43832921434657, 'bias': -0.00017058437993000553, 'rcor': 0.6792384818178412, 'quot_std': 1.6673476637460207}",300.57113840620633,"{'RMSD': 138.23041857765952, 'bias': -7.958078640513122e-13, 'rcor': 0.6843764330578183, 'quot_std': 1.6411539373891748}",259.6936809980756,"{'RMSD': 131.74494175293026, 'bias': 0.0, 'rcor': 0.6819016348369785, 'quot_std': 1.5647618176907778}",299.8065927141719,"{'RMSD': 134.65428685029033, 'bias': 0.00013632770969707053, 'rcor': 0.6813808314858765, 'quot_std': 1.596491558584877}",239.69578494062876,"{'RMSD': 124.56489927900253, 'bias': -3.140272360724339e-05, 'rcor': 0.6788683652795207, 'quot_std': 1.476329679733947}"
RGI60-11.02764,757.939436260127,"{'RMSD': 443.9696888979078, 'bias': -9.726020437028637e-05, 'rcor': 0.7827205114878775, 'quot_std': 5.726744942019078}",560.6266064787848,"{'RMSD': 361.94051070330477, 'bias': 0.00015921641198701764, 'rcor': 0.8174369948267426, 'quot_std': 4.838753381915455}",586.2823380581201,"{'RMSD': 309.7350328991701, 'bias': 1.1368683772161603e-13, 'rcor': 0.8592463982372838, 'quot_std': 4.29781752816383}",453.3151224456252,"{'RMSD': 264.2803276535323, 'bias': -1.1368683772161603e-12, 'rcor': 0.8748471479301073, 'quot_std': 3.8012672828651515}",479.0497255438595,"{'RMSD': 255.87367555065435, 'bias': 3.338255453400052e-05, 'rcor': 0.8883248799104065, 'quot_std': 3.7232574587984377}",336.74743109291296,"{'RMSD': 209.97187184412863, 'bias': -7.236523913434212e-05, 'rcor': 0.8902530909173618, 'quot_std': 3.202511643960309}"
RGI60-11.02766,314.3561623232194,"{'RMSD': 183.50729255479206, 'bias': -9.58038974658848e-05, 'rcor': 0.7778074057362635, 'quot_std': 2.4124526536875024}",265.39990084597196,"{'RMSD': 167.48396722703694, 'bias': -2.4597358446953876e-05, 'rcor': 0.772067609295912, 'quot_std': 2.238674638689404}",261.37877133385206,"{'RMSD': 143.46692048281133, 'bias': -2.2737367544323206e-13, 'rcor': 0.8268085641722271, 'quot_std': 2.0751156724921853}",224.8826260654155,"{'RMSD': 133.95075470970792, 'bias': -3.410605131648481e-13, 'rcor': 0.8179659843171785, 'quot_std': 1.9595798332219723}",257.73773573047515,"{'RMSD': 137.4893589688558, 'bias': -7.42246197660279e-06, 'rcor': 0.8335422956293621, 'quot_std': 2.023706053294372}",206.95238317727458,"{'RMSD': 122.94494225498373, 'bias': 4.922464540868532e-05, 'rcor': 0.8270538416722063, 'quot_std': 1.8569663987832454}"
RGI60-11.02773,356.82772521201224,"{'RMSD': 238.85269093834927, 'bias': -2.0145106418567593e-05, 'rcor': 0.8119472350825906, 'quot_std': 3.122175446954373}",300.91432402294527,"{'RMSD': 201.12804024404753, 'bias': -0.00014053675590730563, 'rcor': 0.8439370916296673, 'quot_std': 2.7773840572176067}",294.12662583903943,"{'RMSD': 167.58114669097623, 'bias': 4.547473508864641e-13, 'rcor': 0.8660555233560164, 'quot_std': 2.461368745474552}",253.20269513709053,"{'RMSD': 145.56383891342165, 'bias': 0.0, 'rcor': 0.8818660265364741, 'quot_std': 2.255358552963723}",292.5335781902924,"{'RMSD': 156.52586390054472, 'bias': 0.00011777349311614671, 'rcor': 0.8843017695580064, 'quot_std': 2.3743884637271613}",237.56792984881687,"{'RMSD': 134.3954520522565, 'bias': -3.129657341105485e-05, 'rcor': 0.8913016127179038, 'quot_std': 2.1530591205796124}"
RGI60-11.02774,314.38861614079775,"{'RMSD': 145.89090270362385, 'bias': 6.766725982743083e-05, 'rcor': 0.7190576911190204, 'quot_std': 1.9892260127665378}",271.73628681862306,"{'RMSD': 134.33930739382058, 'bias': -0.00011678408498028148, 'rcor': 0.7081600505654707, 'quot_std': 1.8390670349280747}",257.51272590479454,"{'RMSD': 115.98324597141352, 'bias': 0.0, 'rcor': 0.7363020261967556, 'quot_std': 1.6674539054148978}",227.13139984006796,"{'RMSD': 111.20645853217465, 'bias': -1.1368683772161603e-12, 'rcor': 0.723745792696002, 'quot_std': 1.5850388743374102}",252.7970195260959,"{'RMSD': 108.02293464366458, 'bias': 6.67346381533207e-05, 'rcor': 0.7501239857554659, 'quot_std': 1.5939043016733638}",211.11954004136078,"{'RMSD': 101.28276125598519, 'bias': 5.525461006072874e-06, 'rcor': 0.7372589590152423, 'quot_std': 1.4814928618837286}"
RGI60-11.03084,227.99237889737338,"{'RMSD': 76.92387497178467, 'bias': -9.328536725661252e-05, 'rcor': 0.8929633529307623, 'quot_std': 1.2102792698438234}",217.031560149913,"{'RMSD': 77.0017856916756, 'bias': 8.784197621025669e-05, 'rcor': 0.8899974534255627, 'quot_std': 1.1998619617265505}",202.0531917140939,"{'RMSD': 69.82712388544442, 'bias': 0.0, 'rcor': 0.8960915890015841, 'quot_std': 1.1260990953583516}",192.49800571393993,"{'RMSD': 70.56434979114468, 'bias': -1.5916157281026244e-12, 'rcor': 0.8926376527526155, 'quot_std': 1.120739542523981}",211.67258956250976,"{'RMSD': 78.8504716822327, 'bias': 0.00018811633526638616, 'rcor': 0.8900964961481362, 'quot_std': 1.2232042294564665}",195.88684179452284,"{'RMSD': 76.37078647657259, 'bias': 0.00024812703463794605, 'rcor': 0.8878409082440794, 'quot_std': 1.183173628837176}"
RGI60-11.03135,310.9437493349323,"{'RMSD': 148.22411949023473, 'bias': -8.062567781053076e-05, 'rcor': 0.6915933048060465, 'quot_std': 1.2014758254812237}",249.3613218426342,"{'RMSD': 134.6317007650653, 'bias': -0.00011485948994049977, 'rcor': 0.7159845406796028, 'quot_std': 1.112876635207677}",279.9485872170448,"{'RMSD': 135.02640624480205, 'bias': 2.2737367544323206e-13, 'rcor': 0.7243752927248818, 'quot_std': 1.1407836014433481}",226.76853849733894,"{'RMSD': 123.67021930896634, 'bias': -4.547473508864641e-13, 'rcor': 0.7433729222427728, 'quot_std': 1.054429383696163}",279.0844691271724,"{'RMSD': 123.59700487442932, 'bias': -3.4603019685164327e-06, 'rcor': 0.7653356887223848, 'quot_std': 1.1248456833619591}",194.77867653222802,"{'RMSD': 113.24769240756473, 'bias': 0.00017306304675912543, 'rcor': 0.7606574103785387, 'quot_std': 0.947468855104344}"
RGI60-11.03166,147.75668161025098,"{'RMSD': 166.45764252822877, 'bias': -3.9372182754959795e-05, 'rcor': 0.4948092212042788, 'quot_std': 1.0347119010150359}",134.7925500969086,"{'RMSD': 161.122488705534, 'bias': -0.00014473772546352848, 'rcor': 0.5316286386197195, 'quot_std': 1.044726859527728}",136.10907790345402,"{'RMSD': 159.2892162839533, 'bias': -1.1368683772161603e-13, 'rcor': 0.5329531241778103, 'quot_std': 1.0253869258276165}",124.52390243106306,"{'RMSD': 155.45106445545446, 'bias': -4.547473508864641e-13, 'rcor': 0.5594723956071039, 'quot_std': 1.0346871942148947}",136.80697822450483,"{'RMSD': 157.9048987446295, 'bias': 9.825463553170266e-05, 'rcor': 0.5752939909955412, 'quot_std': 1.0976239161085246}",118.85422756827707,"{'RMSD': 155.872847726512, 'bias': 0.00010877088664074108, 'rcor': 0.573953790733696, 'quot_std': 1.0711488231986466}"
RGI60-11.03209,199.9633134218308,"{'RMSD': 119.8957058474227, 'bias': -4.636085702713899e-05, 'rcor': 0.6722464376645221, 'quot_std': 0.7872958948128256}",150.70943322821697,"{'RMSD': 110.31802967208453, 'bias': 0.00011275145311628876, 'rcor': 0.7244197511028874, 'quot_std': 0.7269884791561573}",171.06890616487956,"{'RMSD': 111.96273716821644, 'bias': -1.1368683772161603e-13, 'rcor': 0.7158166114250747, 'quot_std': 0.6723234663489429}",132.69932030908532,"{'RMSD': 108.47449187529449, 'bias': -6.821210263296962e-13, 'rcor': 0.7429597153825536, 'quot_std': 0.6359014676485173}",170.24539588335247,"{'RMSD': 109.29418811172272, 'bias': 7.021651924787875e-05, 'rcor': 0.7339717114665452, 'quot_std': 0.6621586273147184}",122.02996769637373,"{'RMSD': 109.02564480429511, 'bias': 2.9069471679576964e-05, 'rcor': 0.7552154799612985, 'quot_std': 0.5694637103140555}"
RGI60-11.03232,211.34290086764327,"{'RMSD': 137.42545164289984, 'bias': 9.284372254114714e-05, 'rcor': 0.8449859149775876, 'quot_std': 0.7906658110325913}",173.67966408183136,"{'RMSD': 121.21507078059514, 'bias': 0.00016019956547097536, 'rcor': 0.8908567901838685, 'quot_std': 0.7551064699383959}",189.70016942319435,"{'RMSD': 125.6424136379489, 'bias': 0.0, 'rcor': 0.8855383075948557, 'quot_std': 0.7252198997080769}",158.11160298253637,"{'RMSD': 122.07587351395588, 'bias': -4.547473508864641e-13, 'rcor': 0.9029045090808449, 'quot_std': 0.6949548441536048}",191.1068716999995,"{'RMSD': 128.05813367048188, 'bias': 6.221874582479359e-05, 'rcor': 0.8753607139329352, 'quot_std': 0.7443756116116557}",143.25362912936427,"{'RMSD': 135.48140265629388, 'bias': 2.5690790153021226e-05, 'rcor': 0.8808319672416203, 'quot_std': 0.6427202786987496}"
RGI60-11.03241,79.26682936805332,"{'RMSD': 135.25656454677497, 'bias': -4.343200231460287e-05, 'rcor': 0.7403934539477394, 'quot_std': 0.5168224650778505}",64.56635463318528,"{'RMSD': 135.77802042135158, 'bias': 7.639547732196661e-05, 'rcor': 0.7533750538734082, 'quot_std': 0.4827237085800277}",74.5411233790799,"{'RMSD': 136.48346694616242, 'bias': 2.2737367544323206e-13, 'rcor': 0.7421833369997629, 'quot_std': 0.49362242903609516}",61.03578565793981,"{'RMSD': 137.7484633897396, 'bias': -6.252776074688882e-13, 'rcor': 0.7494913096743615, 'quot_std': 0.462787725999557}",74.3160956718391,"{'RMSD': 135.23716568955498, 'bias': 4.3181170099160227e-05, 'rcor': 0.7578787431037645, 'quot_std': 0.4821292543254963}",55.76193999222563,"{'RMSD': 139.0074881002634, 'bias': 9.043907539307838e-06, 'rcor': 0.7614734530995447, 'quot_std': 0.43002045573654973}"
RGI60-11.03246,,,,,,,,,,,,
RGI60-11.03638,209.09607672589087,"{'RMSD': 95.99784587260164, 'bias': 0.00013803774845655425, 'rcor': 0.8175186478353346, 'quot_std': 1.2154107222764234}",184.04454168789246,"{'RMSD': 89.8309984474444, 'bias': 1.5633449493179796e-05, 'rcor': 0.8269538654576223, 'quot_std': 1.1629654949767634}",185.7450874906684,"{'RMSD': 89.80853202681817, 'bias': -4.547473508864641e-13, 'rcor': 0.8240215741678768, 'quot_std': 1.1524239077747997}",165.1873870002884,"{'RMSD': 85.60387432466487, 'bias': 1.1368683772161603e-13, 'rcor': 0.8306247618626421, 'quot_std': 1.1126876195969275}",185.0529552881323,"{'RMSD': 88.7376781685687, 'bias': 0.00013090641834878625, 'rcor': 0.8237284489553146, 'quot_std': 1.1354966198586116}",155.92014496982833,"{'RMSD': 82.21790142162546, 'bias': -0.00013996738493915473, 'rcor': 0.834306853277264, 'quot_std': 1.0698429799184768}"
RGI60-11.03643,,,,,,,,,,,,
RGI60-11.03671,163.64285130399523,"{'RMSD': 78.89650596519405, 'bias': -1.3557441320699581e-05, 'rcor': 0.8543268279635473, 'quot_std': 1.0028888391291926}",148.87937110446134,"{'RMSD': 78.3596730075714, 'bias': 0.0001366838632748113, 'rcor': 0.8529836724434033, 'quot_std': 0.9787399900526228}",147.65058018879256,"{'RMSD': 70.10421270769945, 'bias': 5.684341886080801e-13, 'rcor': 0.8803865309013797, 'quot_std': 0.9564153156999194}",135.15232237753145,"{'RMSD': 70.33088465599522, 'bias': -1.0231815394945443e-12, 'rcor': 0.8783595058731608, 'quot_std': 0.9392662891531525}",147.01786350313844,"{'RMSD': 68.59224055160449, 'bias': -0.00015669249307848077, 'rcor': 0.8855455905008103, 'quot_std': 0.9565878188489755}",128.8166618465823,"{'RMSD': 68.6369375380444, 'bias': -0.00014669277015855187, 'rcor': 0.8834100184725096, 'quot_std': 0.9228713174470352}"
RGI60-11.03674,307.36358742772404,"{'RMSD': 113.56593176559413, 'bias': 9.97633424049127e-06, 'rcor': 0.7820307050836331, 'quot_std': 0.9666219874410249}",247.61452945921735,"{'RMSD': 102.40804886024503, 'bias': -3.989854280916916e-05, 'rcor': 0.814492829420179, 'quot_std': 0.8979020348445692}",267.98107898724027,"{'RMSD': 94.75325359779177, 'bias': -1.8189894035458565e-12, 'rcor': 0.8414196523981327, 'quot_std': 0.8872944182469832}",220.60863163767473,"{'RMSD': 89.20776528933595, 'bias': 0.0, 'rcor': 0.8600592653680509, 'quot_std': 0.8400582364823187}",266.67988502809624,"{'RMSD': 94.40365557951425, 'bias': 0.000194072873227924, 'rcor': 0.8424499109591346, 'quot_std': 0.8833521069879146}",202.2125359812396,"{'RMSD': 88.74426744546855, 'bias': -0.00011786408458647202, 'rcor': 0.8634505958039048, 'quot_std': 0.8039271060782273}"
