,Year,BEGIN_PERIOD,END_PERIOD,END_WINTER,WGMS_ID,TIME_SYSTEM,month_END_WINTER,day_END_WINTER,month_BEGIN_PERIOD,day_BEGIN_PERIOD,month_END_PERIOD,day_END_PERIOD,rgi_id,at_least_5_winter_mb,at_least_10_annual_mb
928,1984,1983-09-26,1984-09-11,1984-04-28,32,FXD,4.0,28.0,9.0,26.0,9.0,11.0,RGI60-01.05355,True,False
930,1989,1988-09-14,1989-09-21,1989-05-19,32,,5.0,19.0,9.0,14.0,9.0,21.0,RGI60-01.05355,True,False
931,1990,1989-09-21,1990-09-21,1990-05-17,32,,5.0,17.0,9.0,21.0,9.0,21.0,RGI60-01.05355,True,False
934,1980,1979-09-28,1980-09-23,1980-05-06,34,,5.0,6.0,9.0,28.0,9.0,23.0,RGI60-01.04591,True,False
935,1981,1980-09-23,1981-10-01,1981-05-05,34,STR,5.0,5.0,9.0,23.0,10.0,1.0,RGI60-01.04591,True,False
936,1982,1981-10-01,1982-09-27,1982-05-06,34,STR,5.0,6.0,10.0,1.0,9.0,27.0,RGI60-01.04591,True,False
937,1983,1982-09-27,1983-09-26,1983-05-12,34,STR,5.0,12.0,9.0,27.0,9.0,26.0,RGI60-01.04591,True,False
938,1984,1983-09-26,1984-09-11,1984-04-30,34,STR,4.0,30.0,9.0,26.0,9.0,11.0,RGI60-01.04591,True,False
940,1989,1988-09-14,1989-09-22,1989-05-15,34,,5.0,15.0,9.0,14.0,9.0,22.0,RGI60-01.04591,True,False
941,1990,1989-09-22,1990-09-21,1990-05-14,34,,5.0,14.0,9.0,22.0,9.0,21.0,RGI60-01.04591,True,False
999,1981,1980-10-01,1981-10-08,1981-05-25,66,STR,5.0,25.0,10.0,1.0,10.0,8.0,RGI60-02.04503,True,False
1000,1982,1981-10-08,1982-09-30,1982-05-11,66,STR,5.0,11.0,10.0,8.0,9.0,30.0,RGI60-02.04503,True,False
1001,1983,1982-09-30,1983-09-29,1983-05-19,66,STR,5.0,19.0,9.0,30.0,9.0,29.0,RGI60-02.04503,True,False
1002,1984,1983-09-29,1984-09-18,1984-05-06,66,STR,5.0,6.0,9.0,29.0,9.0,18.0,RGI60-02.04503,True,False
1003,1985,1984-09-18,1985-09-15,1985-05-12,66,STR,5.0,12.0,9.0,18.0,9.0,15.0,RGI60-02.04503,True,False
1005,1989,1988-09-12,1989-09-17,1989-05-13,66,,5.0,13.0,9.0,12.0,9.0,17.0,RGI60-02.04503,True,False
1006,1990,1989-09-17,1990-09-17,1990-05-09,66,,5.0,9.0,9.0,17.0,9.0,17.0,RGI60-02.04503,True,False
1012,1981,1980-10-01,1981-09-25,1981-05-09,47,STR,5.0,9.0,10.0,1.0,9.0,25.0,RGI60-02.02636,True,False
1013,1982,1981-09-25,1982-09-29,1982-05-17,47,STR,5.0,17.0,9.0,25.0,9.0,29.0,RGI60-02.02636,True,False
1014,1983,1982-09-29,1983-10-01,1983-05-24,47,STR,5.0,24.0,9.0,29.0,10.0,1.0,RGI60-02.02636,True,False
1015,1984,1983-10-01,1984-09-15,1984-05-12,47,STR,5.0,12.0,10.0,1.0,9.0,15.0,RGI60-02.02636,True,False
1016,1985,1984-09-15,1985-09-21,1985-05-17,47,STR,5.0,17.0,9.0,15.0,9.0,21.0,RGI60-02.02636,True,False
1097,1980,1979-09-25,1980-09-28,1980-05-23,45,STR,5.0,23.0,9.0,25.0,9.0,28.0,RGI60-02.00377,True,True
1098,1982,1981-09-28,1982-10-01,1982-05-26,45,STR,5.0,26.0,9.0,28.0,10.0,1.0,RGI60-02.00377,True,True
1099,1983,1982-10-01,1983-10-04,1983-05-28,45,STR,5.0,28.0,10.0,1.0,10.0,4.0,RGI60-02.00377,True,True
1100,1984,1983-10-04,1984-09-24,1984-05-15,45,STR,5.0,15.0,10.0,4.0,9.0,24.0,RGI60-02.00377,True,True
1131,2016,2015-10-04,2016-09-29,2016-04-28,45,,4.0,28.0,10.0,4.0,9.0,29.0,RGI60-02.00377,True,True
1132,2017,2016-09-29,2017-10-01,2017-04-25,45,,4.0,25.0,9.0,29.0,10.0,1.0,RGI60-02.00377,True,True
1133,2018,2017-10-01,2018-09-28,2018-05-06,45,,5.0,6.0,10.0,1.0,9.0,28.0,RGI60-02.00377,True,True
1134,2019,2018-09-28,2019-09-25,2019-04-28,45,FLO,4.0,28.0,9.0,28.0,9.0,25.0,RGI60-02.00377,True,True
1140,2017,2016-09-13,2017-09-27,2017-05-19,1400,FLO,5.0,19.0,9.0,13.0,9.0,27.0,RGI60-02.03688,False,False
1141,2018,2017-09-27,2018-10-05,2018-05-18,1400,FLO,5.0,18.0,9.0,27.0,10.0,5.0,RGI60-02.03688,False,False
1144,2015,2014-08-25,2015-09-12,2015-04-20,23,FLO,4.0,20.0,8.0,25.0,9.0,12.0,RGI60-02.00147,False,False
1145,2016,2015-09-12,2016-09-13,2016-04-17,23,FLO,4.0,17.0,9.0,12.0,9.0,13.0,RGI60-02.00147,False,False
1146,2017,2016-09-13,2017-09-19,2017-05-21,23,FLO,5.0,21.0,9.0,13.0,9.0,19.0,RGI60-02.00147,False,False
1147,2018,2017-09-19,2018-10-14,2018-04-26,23,FLO,4.0,26.0,9.0,19.0,10.0,14.0,RGI60-02.00147,False,False
1301,1980,1979-09-16,1980-09-23,1980-05-17,57,STR,5.0,17.0,9.0,16.0,9.0,23.0,RGI60-02.05098,True,True
1302,1981,1980-09-23,1981-09-26,1981-05-17,57,STR,5.0,17.0,9.0,23.0,9.0,26.0,RGI60-02.05098,True,True
1303,1982,1981-09-26,1982-09-11,1982-05-20,57,STR,5.0,20.0,9.0,26.0,9.0,11.0,RGI60-02.05098,True,True
1304,1983,1982-09-11,1983-09-10,1983-05-13,57,STR,5.0,13.0,9.0,11.0,9.0,10.0,RGI60-02.05098,True,True
1305,1984,1983-09-10,1984-09-12,1984-05-20,57,STR,5.0,20.0,9.0,10.0,9.0,12.0,RGI60-02.05098,True,True
1306,1985,1984-09-12,1985-10-12,1985-05-29,57,STR,5.0,29.0,9.0,12.0,10.0,12.0,RGI60-02.05098,True,True
1338,2017,2016-08-12,2017-09-29,2017-05-04,57,,5.0,4.0,8.0,12.0,9.0,29.0,RGI60-02.05098,True,True
1339,2018,2017-10-26,2018-10-19,2018-04-28,57,,4.0,28.0,10.0,26.0,10.0,19.0,RGI60-02.05098,True,True
1355,1980,1979-09-20,1980-09-20,1980-05-17,41,STR,5.0,17.0,9.0,20.0,9.0,20.0,RGI60-02.01104,True,True
1356,1981,1980-09-20,1981-09-22,1981-05-12,41,STR,5.0,12.0,9.0,20.0,9.0,22.0,RGI60-02.01104,True,True
1357,1982,1981-09-22,1982-10-02,1982-05-21,41,STR,5.0,21.0,9.0,22.0,10.0,2.0,RGI60-02.01104,True,True
1358,1983,1982-10-02,1983-10-02,1983-05-02,41,STR,5.0,2.0,10.0,2.0,10.0,2.0,RGI60-02.01104,True,True
1359,1984,1983-10-02,1984-09-23,1984-05-22,41,STR,5.0,22.0,10.0,2.0,9.0,23.0,RGI60-02.01104,True,True
1360,1985,1984-09-23,1985-09-26,1985-04-30,41,STR,4.0,30.0,9.0,23.0,9.0,26.0,RGI60-02.01104,True,True
1391,2017,2016-09-30,2017-09-27,2017-04-26,41,,4.0,26.0,9.0,30.0,9.0,27.0,RGI60-02.01104,True,True
1392,2018,2017-09-27,2018-09-29,2018-05-07,41,,5.0,7.0,9.0,27.0,9.0,29.0,RGI60-02.01104,True,True
1393,2019,2018-09-29,2019-09-26,2019-04-25,41,FLO,4.0,25.0,9.0,29.0,9.0,26.0,RGI60-02.01104,True,True
1419,1980,1979-09-23,1980-09-27,1980-05-21,44,STR,5.0,21.0,9.0,23.0,9.0,27.0,RGI60-02.00296,True,True
1420,1981,1980-09-29,1981-09-26,1981-05-15,44,STR,5.0,15.0,9.0,29.0,9.0,26.0,RGI60-02.00296,True,True
1421,1982,1981-09-26,1982-10-04,1982-05-27,44,STR,5.0,27.0,9.0,26.0,10.0,4.0,RGI60-02.00296,True,True
1422,1983,1982-10-04,1983-10-04,1983-05-29,44,STR,5.0,29.0,10.0,4.0,10.0,4.0,RGI60-02.00296,True,True
1423,1984,1983-10-04,1984-09-25,1984-05-17,44,STR,5.0,17.0,10.0,4.0,9.0,25.0,RGI60-02.00296,True,True
1424,1985,1984-09-25,1985-09-27,1985-05-22,44,STR,5.0,22.0,9.0,25.0,9.0,27.0,RGI60-02.00296,True,True
1446,1980,1979-09-20,1980-10-01,1980-09-12,59,STR,9.0,12.0,9.0,20.0,10.0,1.0,RGI60-02.02631,True,False
1447,1981,1980-10-01,1981-09-24,1981-05-08,59,STR,5.0,8.0,10.0,1.0,9.0,24.0,RGI60-02.02631,True,False
1448,1982,1981-09-24,1982-09-30,1982-05-16,59,STR,5.0,16.0,9.0,24.0,9.0,30.0,RGI60-02.02631,True,False
1449,1983,1982-09-30,1983-10-01,1983-05-23,59,STR,5.0,23.0,9.0,30.0,10.0,1.0,RGI60-02.02631,True,False
1450,1984,1983-10-01,1984-09-16,1984-05-11,59,STR,5.0,11.0,10.0,1.0,9.0,16.0,RGI60-02.02631,True,False
1451,1985,1984-09-16,1985-09-22,1985-05-16,59,STR,5.0,16.0,9.0,16.0,9.0,22.0,RGI60-02.02631,True,False
1453,1981,1980-10-01,1981-10-07,1981-05-24,24,STR,5.0,24.0,10.0,1.0,10.0,7.0,RGI60-02.04379,True,False
1454,1982,1981-10-07,1982-09-29,1982-05-12,24,STR,5.0,12.0,10.0,7.0,9.0,29.0,RGI60-02.04379,True,False
1456,1984,1983-09-29,1984-09-19,1984-05-05,24,STR,5.0,5.0,9.0,29.0,9.0,19.0,RGI60-02.04379,True,False
1457,1985,1984-09-19,1985-09-15,1985-05-12,24,STR,5.0,12.0,9.0,19.0,9.0,15.0,RGI60-02.04379,True,False
1458,1989,1988-09-01,1989-09-17,1989-05-12,24,,5.0,12.0,9.0,1.0,9.0,17.0,RGI60-02.04379,True,False
1459,1990,1989-09-17,1990-09-16,1990-05-07,24,,5.0,7.0,9.0,17.0,9.0,16.0,RGI60-02.04379,True,False
1559,1980,1979-09-28,1980-09-22,1980-05-03,30,,5.0,3.0,9.0,28.0,9.0,22.0,RGI60-01.05211,True,False
1560,1981,1980-09-23,1981-10-01,1981-05-04,30,STR,5.0,4.0,9.0,23.0,10.0,1.0,RGI60-01.05211,True,False
1561,1982,1981-10-01,1982-09-26,1982-05-04,30,STR,5.0,4.0,10.0,1.0,9.0,26.0,RGI60-01.05211,True,False
1562,1983,1982-09-26,1983-09-26,1983-05-11,30,STR,5.0,11.0,9.0,26.0,9.0,26.0,RGI60-01.05211,True,False
1563,1984,1983-09-26,1984-09-11,1984-04-27,30,STR,4.0,27.0,9.0,26.0,9.0,11.0,RGI60-01.05211,True,False
1565,1989,1988-09-14,1989-09-21,1989-05-15,30,,5.0,15.0,9.0,14.0,9.0,21.0,RGI60-01.05211,True,False
1566,1990,1989-09-21,1990-09-21,1990-05-14,30,,5.0,14.0,9.0,21.0,9.0,21.0,RGI60-01.05211,True,False
1571,1980,1979-09-20,1980-10-01,1980-05-10,46,STR,5.0,10.0,9.0,20.0,10.0,1.0,RGI60-02.02107,True,False
1572,1981,1980-10-01,1981-09-24,1981-05-08,46,STR,5.0,8.0,10.0,1.0,9.0,24.0,RGI60-02.02107,True,False
1573,1982,1981-09-24,1982-09-30,1982-05-15,46,STR,5.0,15.0,9.0,24.0,9.0,30.0,RGI60-02.02107,True,False
1574,1983,1982-09-30,1983-10-01,1983-05-22,46,STR,5.0,22.0,9.0,30.0,10.0,1.0,RGI60-02.02107,True,False
1575,1984,1983-10-01,1984-09-16,1984-05-10,46,STR,5.0,10.0,10.0,1.0,9.0,16.0,RGI60-02.02107,True,False
1584,2009,2008-10-12,2009-10-06,2009-04-15,3801,FLO,4.0,15.0,10.0,12.0,10.0,6.0,RGI60-11.02764,True,True
1585,2010,2009-10-06,2010-09-29,2010-04-10,3801,FLO,4.0,10.0,10.0,6.0,9.0,29.0,RGI60-11.02764,True,True
1586,2011,2010-09-29,2011-09-29,2011-04-11,3801,FLO,4.0,11.0,9.0,29.0,9.0,29.0,RGI60-11.02764,True,True
1587,2012,2011-09-29,2012-10-02,2012-05-03,3801,FLO,5.0,3.0,9.0,29.0,10.0,2.0,RGI60-11.02764,True,True
1588,2013,2012-10-02,2013-09-27,2013-04-18,3801,FLO,4.0,18.0,10.0,2.0,9.0,27.0,RGI60-11.02764,True,True
1589,2014,2013-09-25,2014-09-27,2014-04-09,3801,FLO,4.0,9.0,9.0,25.0,9.0,27.0,RGI60-11.02764,True,True
1590,2015,2014-09-27,2015-09-21,2015-04-09,3801,FLO,4.0,9.0,9.0,27.0,9.0,21.0,RGI60-11.02764,True,True
1591,2016,2015-09-21,2016-09-22,2016-04-12,3801,FLO,4.0,12.0,9.0,21.0,9.0,22.0,RGI60-11.02764,True,True
1592,2017,2016-09-22,2017-09-21,2017-04-12,3801,FLO,4.0,12.0,9.0,22.0,9.0,21.0,RGI60-11.02764,True,True
1593,2018,2017-09-21,2018-09-26,2018-04-18,3801,FLO,4.0,18.0,9.0,21.0,9.0,26.0,RGI60-11.02764,True,True
1594,2019,2018-09-26,2019-09-17,2019-04-17,3801,FLO,4.0,17.0,9.0,26.0,9.0,17.0,RGI60-11.02764,True,True
1625,1980,1979-09-15,1980-09-15,1980-05-01,394,,5.0,1.0,9.0,15.0,9.0,15.0,RGI60-11.02704,True,True
1626,1981,1980-09-15,1981-09-15,1981-05-01,394,,5.0,1.0,9.0,15.0,9.0,15.0,RGI60-11.02704,True,True
1627,1982,1981-09-15,1982-09-15,1982-05-01,394,,5.0,1.0,9.0,15.0,9.0,15.0,RGI60-11.02704,True,True
1628,1983,1982-09-15,1983-09-15,1983-05-01,394,,5.0,1.0,9.0,15.0,9.0,15.0,RGI60-11.02704,True,True
1629,1984,1983-09-15,1984-09-15,1984-05-01,394,,5.0,1.0,9.0,15.0,9.0,15.0,RGI60-11.02704,True,True
1630,1985,1984-09-15,1985-09-15,1985-05-01,394,,5.0,1.0,9.0,15.0,9.0,15.0,RGI60-11.02704,True,True
1631,1986,1985-09-15,1986-09-15,1986-05-01,394,,5.0,1.0,9.0,15.0,9.0,15.0,RGI60-11.02704,True,True
1632,1987,1986-09-15,1987-09-15,1987-05-01,394,,5.0,1.0,9.0,15.0,9.0,15.0,RGI60-11.02704,True,True
1633,1988,1987-09-15,1988-09-15,1988-05-01,394,,5.0,1.0,9.0,15.0,9.0,15.0,RGI60-11.02704,True,True
1634,1989,1988-09-15,1989-09-15,1989-05-01,394,,5.0,1.0,9.0,15.0,9.0,15.0,RGI60-11.02704,True,True
1635,1990,1989-09-15,1990-09-15,1990-05-01,394,,5.0,1.0,9.0,15.0,9.0,15.0,RGI60-11.02704,True,True
1636,1991,1990-09-27,1991-10-02,1991-05-01,394,,5.0,1.0,9.0,27.0,10.0,2.0,RGI60-11.02704,True,True
1637,1992,1991-10-02,1992-09-30,1992-05-01,394,,5.0,1.0,10.0,2.0,9.0,30.0,RGI60-11.02704,True,True
1640,1995,1994-10-25,1995-10-11,1995-05-01,394,,5.0,1.0,10.0,25.0,10.0,11.0,RGI60-11.02704,True,True
1641,1996,1995-10-11,1996-10-11,1996-05-01,394,,5.0,1.0,10.0,11.0,10.0,11.0,RGI60-11.02704,True,True
1662,2017,2016-08-22,2017-08-21,2017-04-30,394,FLO,4.0,30.0,8.0,22.0,8.0,21.0,RGI60-11.02704,True,True
1663,2018,2017-08-21,2018-09-06,2018-04-30,394,FLO,4.0,30.0,8.0,21.0,9.0,6.0,RGI60-11.02704,True,True
1675,2001,2000-10-25,2001-09-08,2001-05-21,463,FXD,5.0,21.0,10.0,25.0,9.0,8.0,RGI60-11.01987,True,True
1676,2002,2001-09-08,2002-09-28,2002-06-16,463,,6.0,16.0,9.0,8.0,9.0,28.0,RGI60-11.01987,True,True
1677,2003,2002-09-28,2003-09-22,2003-05-06,463,,5.0,6.0,9.0,28.0,9.0,22.0,RGI60-11.01987,True,True
1678,2004,2003-09-22,2004-10-03,2004-05-19,463,,5.0,19.0,9.0,22.0,10.0,3.0,RGI60-11.01987,True,True
1679,2005,2004-10-03,2005-09-16,2005-05-06,463,,5.0,6.0,10.0,3.0,9.0,16.0,RGI60-11.01987,True,True
1680,2006,2005-09-16,2006-11-14,2006-05-03,463,,5.0,3.0,9.0,16.0,11.0,14.0,RGI60-11.01987,True,True
1681,2007,2006-11-14,2007-10-07,2007-05-01,463,,5.0,1.0,11.0,14.0,10.0,7.0,RGI60-11.01987,True,True
1682,2008,2007-10-07,2008-09-11,2008-05-07,463,OTH,5.0,7.0,10.0,7.0,9.0,11.0,RGI60-11.01987,True,True
1683,2009,2008-09-11,2009-09-10,2009-05-20,463,OTH,5.0,20.0,9.0,11.0,9.0,10.0,RGI60-11.01987,True,True
1684,2010,2009-09-10,2010-09-20,2010-05-20,463,OTH,5.0,20.0,9.0,10.0,9.0,20.0,RGI60-11.01987,True,True
1686,2012,2011-09-06,2012-09-07,2012-05-14,463,OTH,5.0,14.0,9.0,6.0,9.0,7.0,RGI60-11.01987,True,True
1687,2013,2012-09-07,2013-09-13,2013-05-07,463,OTH,5.0,7.0,9.0,7.0,9.0,13.0,RGI60-11.01987,True,True
1688,2014,2013-09-13,2014-09-26,2014-05-16,463,FLO,5.0,16.0,9.0,13.0,9.0,26.0,RGI60-11.01987,True,True
1689,2015,2014-09-26,2015-09-26,2015-05-25,463,FLO,5.0,25.0,9.0,26.0,9.0,26.0,RGI60-11.01987,True,True
1690,2016,2015-09-26,2016-10-04,2016-05-24,463,FLO,5.0,24.0,9.0,26.0,10.0,4.0,RGI60-11.01987,True,True
1691,2017,2016-10-04,2017-09-08,2017-05-09,463,FLO,5.0,9.0,10.0,4.0,9.0,8.0,RGI60-11.01987,True,True
1692,2018,2017-09-08,2018-10-26,2018-05-07,463,FLO,5.0,7.0,9.0,8.0,10.0,26.0,RGI60-11.01987,True,True
1693,2019,2018-10-26,2019-09-17,2019-05-07,463,FLO,5.0,7.0,10.0,26.0,9.0,17.0,RGI60-11.01987,True,True
1759,1980,1979-09-16,1980-09-23,1980-06-08,2660,,6.0,8.0,9.0,16.0,9.0,23.0,RGI60-11.00843,True,True
1760,1981,1980-09-23,1981-09-30,1981-05-15,2660,,5.0,15.0,9.0,23.0,9.0,30.0,RGI60-11.00843,True,True
1761,1982,1981-09-30,1982-09-14,1982-05-26,2660,,5.0,26.0,9.0,30.0,9.0,14.0,RGI60-11.00843,True,True
1762,1983,1982-09-14,1983-09-08,1983-06-05,2660,,6.0,5.0,9.0,14.0,9.0,8.0,RGI60-11.00843,True,True
1763,1984,1983-09-08,1984-10-28,1984-05-27,2660,,5.0,27.0,9.0,8.0,10.0,28.0,RGI60-11.00843,True,True
1764,1985,1984-10-28,1985-09-20,1985-05-25,2660,,5.0,25.0,10.0,28.0,9.0,20.0,RGI60-11.00843,True,True
1765,1986,1985-09-20,1986-09-20,1986-05-25,2660,,5.0,25.0,9.0,20.0,9.0,20.0,RGI60-11.00843,True,True
1766,1987,1986-09-20,1987-09-20,1987-05-25,2660,,5.0,25.0,9.0,20.0,9.0,20.0,RGI60-11.00843,True,True
1767,1988,1987-09-20,1988-09-20,1988-05-25,2660,,5.0,25.0,9.0,20.0,9.0,20.0,RGI60-11.00843,True,True
1768,1989,1988-09-20,1989-09-20,1989-05-25,2660,,5.0,25.0,9.0,20.0,9.0,20.0,RGI60-11.00843,True,True
1769,1990,1989-09-20,1990-09-29,1990-05-25,2660,,5.0,25.0,9.0,20.0,9.0,29.0,RGI60-11.00843,True,True
1770,1991,1990-09-29,1991-09-16,1991-05-21,2660,,5.0,21.0,9.0,29.0,9.0,16.0,RGI60-11.00843,True,True
1771,1992,1991-09-16,1992-09-19,1992-05-19,2660,,5.0,19.0,9.0,16.0,9.0,19.0,RGI60-11.00843,True,True
1772,1993,1992-09-19,1993-09-20,1993-05-16,2660,,5.0,16.0,9.0,19.0,9.0,20.0,RGI60-11.00843,True,True
1773,1994,1993-09-20,1994-09-26,1994-05-13,2660,,5.0,13.0,9.0,20.0,9.0,26.0,RGI60-11.00843,True,True
1774,1995,1994-09-26,1995-10-10,1995-05-28,2660,,5.0,28.0,9.0,26.0,10.0,10.0,RGI60-11.00843,True,True
1775,1996,1995-10-10,1996-09-17,1996-05-31,2660,,5.0,31.0,10.0,10.0,9.0,17.0,RGI60-11.00843,True,True
1776,1997,1996-09-17,1997-09-16,1997-05-19,2660,,5.0,19.0,9.0,17.0,9.0,16.0,RGI60-11.00843,True,True
1777,1998,1997-09-16,1998-09-02,1998-05-24,2660,,5.0,24.0,9.0,16.0,9.0,2.0,RGI60-11.00843,True,True
1778,1999,1998-09-02,1999-09-03,1999-05-24,2660,,5.0,24.0,9.0,2.0,9.0,3.0,RGI60-11.00843,True,True
1779,2000,1999-09-03,2000-09-17,2000-05-14,2660,,5.0,14.0,9.0,3.0,9.0,17.0,RGI60-11.00843,True,True
1780,2001,2000-09-17,2001-10-17,2001-05-13,2660,,5.0,13.0,9.0,17.0,10.0,17.0,RGI60-11.00843,True,True
1781,2002,2001-10-17,2002-09-14,2002-05-21,2660,,5.0,21.0,10.0,17.0,9.0,14.0,RGI60-11.00843,True,True
1782,2003,2002-09-14,2003-09-17,2003-05-11,2660,,5.0,11.0,9.0,14.0,9.0,17.0,RGI60-11.00843,True,True
1783,2004,2003-09-17,2004-09-18,2004-05-20,2660,,5.0,20.0,9.0,17.0,9.0,18.0,RGI60-11.00843,True,True
1784,2005,2004-09-18,2005-09-10,2005-05-15,2660,,5.0,15.0,9.0,18.0,9.0,10.0,RGI60-11.00843,True,True
1785,2006,2005-09-11,2006-09-11,2006-05-15,2660,,5.0,15.0,9.0,11.0,9.0,11.0,RGI60-11.00843,True,True
1786,2007,2006-09-11,2007-09-24,2007-04-22,2660,,4.0,22.0,9.0,11.0,9.0,24.0,RGI60-11.00843,True,True
1787,2008,2007-09-24,2008-09-16,2008-05-10,2660,,5.0,10.0,9.0,24.0,9.0,16.0,RGI60-11.00843,True,True
1788,2009,2008-09-20,2009-09-12,2009-05-23,2660,,5.0,23.0,9.0,20.0,9.0,12.0,RGI60-11.00843,True,True
1789,2010,2009-09-13,2010-09-05,2010-05-23,2660,,5.0,23.0,9.0,13.0,9.0,5.0,RGI60-11.00843,True,True
1790,2011,2010-09-06,2011-09-04,2011-05-01,2660,,5.0,1.0,9.0,6.0,9.0,4.0,RGI60-11.00843,True,True
1791,2012,2011-09-03,2012-08-26,2012-05-27,2660,,5.0,27.0,9.0,3.0,8.0,26.0,RGI60-11.00843,True,True
1792,2013,2012-09-10,2013-09-06,2013-06-08,2660,,6.0,8.0,9.0,10.0,9.0,6.0,RGI60-11.00843,True,True
1793,2014,2013-09-06,2014-09-15,2014-05-18,2660,,5.0,18.0,9.0,6.0,9.0,15.0,RGI60-11.00843,True,True
1794,2015,2014-09-15,2015-10-11,2015-05-14,2660,FLO,5.0,14.0,9.0,15.0,10.0,11.0,RGI60-11.00843,True,True
1795,2016,2015-10-11,2016-09-30,2016-05-27,2660,FLO,5.0,27.0,10.0,11.0,9.0,30.0,RGI60-11.00843,True,True
1796,2017,2016-09-30,2017-09-23,2017-05-25,2660,FLO,5.0,25.0,9.0,30.0,9.0,23.0,RGI60-11.00843,True,True
1797,2018,2017-09-23,2018-10-07,2018-05-11,2660,FLO,5.0,11.0,9.0,23.0,10.0,7.0,RGI60-11.00843,True,True
1798,2019,2018-10-06,2019-09-29,2019-06-05,2660,FLO,6.0,5.0,10.0,6.0,9.0,29.0,RGI60-11.00843,True,True
1822,2014,2013-08-31,2014-08-30,2014-04-15,4535,FLO,4.0,15.0,8.0,31.0,8.0,30.0,RGI60-11.01962,True,False
1823,2015,2014-10-04,2015-09-19,2015-04-19,4535,FLO,4.0,19.0,10.0,4.0,9.0,19.0,RGI60-11.01962,True,False
1824,2016,2015-09-19,2016-09-25,2016-04-10,4535,FLO,4.0,10.0,9.0,19.0,9.0,25.0,RGI60-11.01962,True,False
1825,2017,2016-09-25,2017-09-13,2017-04-24,4535,FLO,4.0,24.0,9.0,25.0,9.0,13.0,RGI60-11.01962,True,False
1826,2018,2017-09-13,2018-09-16,2018-04-07,4535,FLO,4.0,7.0,9.0,13.0,9.0,16.0,RGI60-11.01962,True,False
1827,2019,2018-09-16,2019-09-21,2019-04-22,4535,FLO,4.0,22.0,9.0,16.0,9.0,21.0,RGI60-11.01962,True,False
1828,2005,2004-10-28,2005-10-17,2005-05-09,389,FLO,5.0,9.0,10.0,28.0,10.0,17.0,RGI60-11.02773,True,True
1832,2009,2008-10-12,2009-10-06,2009-04-14,389,FLO,4.0,14.0,10.0,12.0,10.0,6.0,RGI60-11.02773,True,True
1833,2010,2009-10-06,2010-09-29,2010-04-10,389,FLO,4.0,10.0,10.0,6.0,9.0,29.0,RGI60-11.02773,True,True
1834,2011,2010-09-29,2011-09-29,2011-04-11,389,FLO,4.0,11.0,9.0,29.0,9.0,29.0,RGI60-11.02773,True,True
1835,2012,2011-09-29,2012-10-02,2012-05-03,389,FLO,5.0,3.0,9.0,29.0,10.0,2.0,RGI60-11.02773,True,True
1836,2013,2012-10-02,2013-09-27,2013-04-18,389,FLO,4.0,18.0,10.0,2.0,9.0,27.0,RGI60-11.02773,True,True
1837,2014,2013-09-25,2014-09-27,2014-04-09,389,FLO,4.0,9.0,9.0,25.0,9.0,27.0,RGI60-11.02773,True,True
1838,2015,2014-09-27,2015-09-21,2015-04-09,389,FLO,4.0,9.0,9.0,27.0,9.0,21.0,RGI60-11.02773,True,True
1839,2016,2015-09-21,2016-09-22,2016-04-12,389,FLO,4.0,12.0,9.0,21.0,9.0,22.0,RGI60-11.02773,True,True
1840,2017,2016-09-22,2017-09-21,2017-04-12,389,FLO,4.0,12.0,9.0,22.0,9.0,21.0,RGI60-11.02773,True,True
1841,2018,2017-09-21,2018-09-26,2018-04-18,389,FLO,4.0,18.0,9.0,21.0,9.0,26.0,RGI60-11.02773,True,True
1842,2019,2018-09-26,2019-09-17,2019-04-17,389,FLO,4.0,17.0,9.0,26.0,9.0,17.0,RGI60-11.02773,True,True
1921,1980,1979-10-01,1980-09-30,1980-04-30,359,FXD,4.0,30.0,10.0,1.0,9.0,30.0,RGI60-11.01876,True,True
1922,1981,1980-10-01,1981-09-30,1981-04-30,359,FXD,4.0,30.0,10.0,1.0,9.0,30.0,RGI60-11.01876,True,True
1923,1982,1981-10-01,1982-09-30,1982-04-30,359,FXD,4.0,30.0,10.0,1.0,9.0,30.0,RGI60-11.01876,True,True
1924,1983,1982-10-01,1983-09-30,1983-04-30,359,FXD,4.0,30.0,10.0,1.0,9.0,30.0,RGI60-11.01876,True,True
1925,1984,1983-10-01,1984-09-30,1984-04-30,359,FXD,4.0,30.0,10.0,1.0,9.0,30.0,RGI60-11.01876,True,True
1926,1985,1984-10-01,1985-09-30,1985-04-30,359,FXD,4.0,30.0,10.0,1.0,9.0,30.0,RGI60-11.01876,True,True
1927,1986,1985-10-01,1986-09-30,1986-04-30,359,FXD,4.0,30.0,10.0,1.0,9.0,30.0,RGI60-11.01876,True,True
1928,1987,1986-10-01,1987-09-30,1987-04-30,359,FXD,4.0,30.0,10.0,1.0,9.0,30.0,RGI60-11.01876,True,True
1929,1988,1987-10-01,1988-09-30,1988-04-30,359,FXD,4.0,30.0,10.0,1.0,9.0,30.0,RGI60-11.01876,True,True
1930,1989,1988-10-01,1989-09-30,1989-04-30,359,FXD,4.0,30.0,10.0,1.0,9.0,30.0,RGI60-11.01876,True,True
1931,1990,1989-10-01,1990-09-30,1990-04-30,359,FXD,4.0,30.0,10.0,1.0,9.0,30.0,RGI60-11.01876,True,True
